id,car_id,driveline
2925,2010 Chevrolet Malibu 1LT,Front-wheel drive
2926,2010 Chevrolet Malibu 2LT,Front-wheel drive
2927,2010 Chevrolet Malibu 2LT V6,Front-wheel drive
2928,2010 Chevrolet Malibu LTZ,Front-wheel drive
2929,2010 Chevrolet Malibu LTZ V6,Front-wheel drive
2930,2011 Lotus Exige S240,Rear-wheel drive
2931,2011 Lotus Exige S260,Rear-wheel drive
2932,2010 Lotus Exige S240,Rear-wheel drive
2933,2009 Lotus Exige S240,Rear-wheel drive
2934,2009 Lotus Exige S260,Rear-wheel drive
2935,2012 Chevrolet Sonic Sedan 1LS,Front-wheel drive
2936,2012 Chevrolet Sonic Sedan 2LS,Front-wheel drive
2937,2012 Chevrolet Sonic Sedan 1LT,Front-wheel drive
2938,2012 Chevrolet Sonic Sedan 2LT,Front-wheel drive
2939,2012 Chevrolet Sonic Sedan 1LZ,Front-wheel drive
2940,2012 Chevrolet Sonic Sedan 2LZ,Front-wheel drive
2941,2010 Chevrolet Malibu Hybrid Fleet,Front-wheel drive
2942,2011 Maserati GranTurismo Coup,Rear-wheel drive
2943,2011 Maserati GranTurismo Coup S AT,Rear-wheel drive
2944,2010 Maserati GranTurismo Coup,Rear-wheel drive
2945,2010 Maserati GranTurismo Coup S AT,Rear-wheel drive
2946,2011 Maserati GranTurismo Convertible,Rear-wheel drive
2947,2010 Maserati GranTurismo Convertible,Rear-wheel drive
2948,2011 Maserati Quattroporte,Rear-wheel drive
2949,2011 Maserati Quattroporte S,Rear-wheel drive
2950,2011 Maserati Quattroporte Sport GT S,Rear-wheel drive
2951,2011 Jeep Wrangler Sport,All-wheel drive
2952,2011 Jeep Wrangler Sport AT,All-wheel drive
2953,2011 Jeep Wrangler Sport S,All-wheel drive
2954,2011 Jeep Wrangler Sport S AT,All-wheel drive
2955,2011 Jeep Wrangler Sahara,All-wheel drive
2956,2011 Jeep Wrangler Sahara AT,All-wheel drive
2957,2011 Jeep Wrangler Sahara 70th Anniversary,All-wheel drive
2958,2011 Jeep Wrangler Sahara 70th Anniversary AT,All-wheel drive
2959,2011 Jeep Wrangler Mojave,All-wheel drive
2960,2011 Jeep Wrangler Mojave AT,All-wheel drive
2961,2011 Jeep Wrangler Rubicon,All-wheel drive
2962,2011 Jeep Wrangler Rubicon AT,All-wheel drive
2963,2011 Jeep Wrangler Unlimited Sport,All-wheel drive
2964,2011 Jeep Wrangler Unlimited Sport AT,All-wheel drive
2965,2011 Jeep Wrangler Unlimited Sport S,All-wheel drive
2966,2011 Jeep Wrangler Unlimited Sport S AT,All-wheel drive
2967,2011 Jeep Wrangler Unlimited Sport RHD,All-wheel drive
2968,2011 Jeep Wrangler Unlimited Sahara,All-wheel drive
2969,2011 Jeep Wrangler Unlimited Sahara AT,All-wheel drive
2970,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary,All-wheel drive
2971,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary AT,All-wheel drive
2972,2011 Jeep Wrangler Unlimited Mojave,All-wheel drive
2973,2011 Jeep Wrangler Unlimited Mojave AT,All-wheel drive
2974,2011 Jeep Wrangler Unlimited Rubicon,All-wheel drive
2975,2011 Jeep Wrangler Unlimited Rubicon AT,All-wheel drive
2976,2010 Jeep Wrangler Sport,All-wheel drive
2977,2010 Jeep Wrangler Sport AT,All-wheel drive
2978,2010 Jeep Wrangler Sahara,All-wheel drive
2979,2010 Jeep Wrangler Sahara AT,All-wheel drive
2980,2010 Jeep Wrangler Rubicon,All-wheel drive
2981,2010 Jeep Wrangler Rubicon AT,All-wheel drive
2982,2010 Jeep Wrangler Unlimited Sport,Rear-wheel drive
2983,2010 Jeep Wrangler Unlimited Sport 4x4,All-wheel drive
2984,2010 Jeep Wrangler Unlimited Sport AT 4x4,All-wheel drive
2985,2010 Jeep Wrangler Unlimited Sahara,Rear-wheel drive
2986,2010 Jeep Wrangler Unlimited Sahara 4x4,All-wheel drive
2987,2010 Jeep Wrangler Unlimited Sahara AT 4x4,All-wheel drive
2988,2010 Jeep Wrangler Unlimited Rubicon,All-wheel drive
2989,2010 Jeep Wrangler Unlimited Rubicon AT,All-wheel drive
2990,2010 Jeep Wrangler Unlimited Sport RHD,All-wheel drive
2991,2010 GMC Canyon WT 2WD AT,Rear-wheel drive
2992,2010 GMC Canyon WT 4WD,All-wheel drive
2993,2010 GMC Canyon WT 4WD AT,All-wheel drive
2994,2010 GMC Canyon WT 2WD 3.7L,Rear-wheel drive
2995,2010 GMC Canyon WT 4WD 3.7L,All-wheel drive
2996,2010 Maserati Quattroporte,Rear-wheel drive
2997,2010 Maserati Quattroporte S,Rear-wheel drive
2998,2010 Maserati Quattroporte Sport GT S,Rear-wheel drive
2999,2011 Honda Ridgeline RT,All-wheel drive
3000,2011 Honda Ridgeline RTS,All-wheel drive
3001,2011 Honda Ridgeline RTL,All-wheel drive
3002,2010 Honda Ridgeline RT,All-wheel drive
3003,2010 Honda Ridgeline RTS,All-wheel drive
3004,2010 Honda Ridgeline RTL,All-wheel drive
3005,2012 MINI Cooper Coupe,Front-wheel drive
3006,2012 MINI Cooper Coupe AT,Front-wheel drive
3007,2012 MINI Cooper S Coupe,Front-wheel drive
3008,2012 MINI Cooper S Coupe AT,Front-wheel drive
3009,2012 MINI John Cooper Works Coupe,Front-wheel drive
3010,2011 Mercury Grand Marquis LS,Rear-wheel drive
3011,2010 Mercury Grand Marquis LS,Rear-wheel drive
3012,2011 Mercury Mariner,Front-wheel drive
3013,2011 Mercury Mariner AWD,All-wheel drive
3014,2011 Mercury Mariner FFV,Front-wheel drive
3015,2011 Mercury Mariner FFV AWD,All-wheel drive
3016,2011 Mercury Mariner Premier,Front-wheel drive
3017,2011 Mercury Mariner Premier AWD,All-wheel drive
3018,2011 Mercury Mariner Premier FFV,Front-wheel drive
3019,2011 Mercury Mariner Premier FFV AWD,All-wheel drive
3020,2010 Chrysler Town and Country LX Fleet,Front-wheel drive
3021,2010 Chrysler Town and Country Touring 4.0L,Front-wheel drive
3022,2010 BMW M6 Convertible MT,Rear-wheel drive
3023,2010 BMW M6 Coup MT,Rear-wheel drive
3024,2010 BMW X3 xDrive30i SUV AT,All-wheel drive
3025,2010 BMW X3 xDrive30i SUV,All-wheel drive
3026,2012 Toyota Camry L,Front-wheel drive
3027,2012 Toyota Camry LE,Front-wheel drive
3028,2012 Toyota Camry SE,Front-wheel drive
3029,2012 Toyota Camry SE V6,Front-wheel drive
3030,2012 Toyota Camry XLE,Front-wheel drive
3031,2012 Toyota Camry XLE V6,Front-wheel drive
3032,2011 BMW X3 xDrive28i SUV,All-wheel drive
3033,2011 BMW X3 xDrive35i SUV,All-wheel drive
3034,2012 Toyota FJ Cruiser,Rear-wheel drive
3035,2012 Toyota FJ Cruiser  4x4,All-wheel drive
3036,2012 Toyota FJ Cruiser  4x4 AT,All-wheel drive
3037,2012 Chevrolet Sonic Hatchback 1LS,Front-wheel drive
3038,2012 Chevrolet Sonic Hatchback 2LS,Front-wheel drive
3039,2012 Chevrolet Sonic Hatchback 1LT,Front-wheel drive
3040,2012 Chevrolet Sonic Hatchback 1LT Turbo,Front-wheel drive
3041,2012 Chevrolet Sonic Hatchback 2LT,Front-wheel drive
3042,2012 Chevrolet Sonic Hatchback 1LTZ,Front-wheel drive
3043,2012 Chevrolet Sonic Hatchback 1LTZ Turbo,Front-wheel drive
3044,2012 Chevrolet Sonic Hatchback 2LTZ,Front-wheel drive
3045,2010 BMW X5 xDrive30i SUV,All-wheel drive
3046,2010 BMW X5 xDrive35d SUV,All-wheel drive
3047,2010 BMW X5 xDrive48i SUV,All-wheel drive
3048,2011 Chevrolet Suburban Half-Ton LS,Rear-wheel drive
3049,2011 Chevrolet Suburban Half-Ton LS 4WD,All-wheel drive
3050,2011 Chevrolet Suburban Half-Ton LT,Rear-wheel drive
3051,2011 Chevrolet Suburban Half-Ton LT 4WD,All-wheel drive
3052,2011 Chevrolet Suburban Half-Ton LTZ,Rear-wheel drive
3053,2011 Chevrolet Suburban Half-Ton LTZ 4WD,All-wheel drive
3054,2011 BMW X5 xDrive35d SUV,All-wheel drive
3055,2011 BMW X5 xDrive50i SUV,All-wheel drive
3056,2011 BMW X5 xDrive35i Premium SUV,All-wheel drive
3057,2011 BMW X5 xDrive35i Sport Activity SUV,All-wheel drive
3058,2011 BMW X5 xDrive35i SUV,All-wheel drive
3059,2011 Chevrolet Suburban Three-Quarter-Ton LS,Rear-wheel drive
3060,2011 Chevrolet Suburban Three-Quarter-Ton LS  4WD,All-wheel drive
3061,2011 Chevrolet Suburban Three-Quarter-Ton LT,Rear-wheel drive
3062,2011 Chevrolet Suburban Three-Quarter-Ton LT  4WD,All-wheel drive
3063,2010 Chevrolet Suburban LS 1500,Rear-wheel drive
3064,2010 Chevrolet Suburban LT 1500,Rear-wheel drive
3065,2010 Chevrolet Suburban LTZ 1500,Rear-wheel drive
3066,2010 GMC Canyon SLE 2WD,Rear-wheel drive
3067,2010 GMC Canyon SLE 2WD AT,Rear-wheel drive
3068,2010 GMC Canyon SLE 4WD,All-wheel drive
3069,2010 GMC Canyon SLE 4WD AT,All-wheel drive
3070,2010 GMC Canyon SLE 2WD 3.7L,Rear-wheel drive
3071,2010 GMC Canyon SLE 4WD 3.7L,All-wheel drive
3072,2010 GMC Canyon Extended Cab WT 2WD,Rear-wheel drive
3073,2010 GMC Canyon Extended Cab WT 2WD AT,Rear-wheel drive
3074,2010 GMC Canyon Extended Cab WT 4WD,All-wheel drive
3075,2010 GMC Canyon Extended Cab WT 4WD AT,All-wheel drive
3076,2010 GMC Canyon Extended Cab WT 2WD 3.7L,Rear-wheel drive
3077,2010 GMC Canyon Extended Cab WT 4WD 3.7L,All-wheel drive
3078,2011 Subaru Impreza Hatchback Outback Sport AT,All-wheel drive
3079,2011 Subaru Impreza Hatchback Outback Sport,All-wheel drive
3080,2011 Subaru Impreza Hatchback WRX STI,All-wheel drive
3081,2011 Subaru Impreza Hatchback 2.5i,All-wheel drive
3082,2011 Subaru Impreza Hatchback 2.5i AT,All-wheel drive
3083,2011 Subaru Impreza WRX Hatchback,All-wheel drive
3084,2010 GMC Canyon Extended Cab SLE 2WD,Rear-wheel drive
3085,2010 GMC Canyon Extended Cab SLE 2WD AT,Rear-wheel drive
3086,2010 GMC Canyon Extended Cab SLE 4WD,All-wheel drive
3087,2010 GMC Canyon Extended Cab SLE 4WD AT,All-wheel drive
3088,2010 GMC Canyon Extended Cab SLE 2WD 3.7L,Rear-wheel drive
3089,2010 GMC Canyon Extended Cab SLE 2WD V8,Rear-wheel drive
3090,2010 GMC Canyon Extended Cab SLE 4WD  3.7L,All-wheel drive
3091,2010 GMC Canyon Extended Cab SLE 4WD  V8,All-wheel drive
3092,2010 Subaru Impreza Hatchback 2.5GT,All-wheel drive
3093,2010 Subaru Impreza Hatchback Outback Sport AT,All-wheel drive
3094,2010 Subaru Impreza WRX STI Hatchback,All-wheel drive
3095,2010 Subaru Impreza Hatchback 2.5i AT,All-wheel drive
3096,2010 Subaru Impreza Hatchback Outback Sport,All-wheel drive
3097,2010 Subaru Impreza Hatchback 2.5i,All-wheel drive
3098,2010 Subaru Impreza WRX STI Special Edition Hatchback,All-wheel drive
3099,2010 Subaru Impreza WRX Hatchback,All-wheel drive
3100,2010 GMC Canyon Extended Cab SLT 2WD,Rear-wheel drive
3101,2010 GMC Canyon Extended Cab SLT 4WD,All-wheel drive
3102,2010 GMC Canyon Extended Cab SLT 2WD V8,Rear-wheel drive
3103,2010 GMC Canyon Extended Cab SLT 4WD V8,All-wheel drive
3104,2010 GMC Canyon Crew Cab SLE 2WD,Rear-wheel drive
3105,2010 GMC Canyon Crew Cab SLE 2WD 3.7L,Rear-wheel drive
3106,2010 GMC Canyon Crew Cab SLE 2WD V8,Rear-wheel drive
3107,2010 GMC Canyon Crew Cab SLE 4WD,All-wheel drive
3108,2010 GMC Canyon Crew Cab SLE 4WD V8,All-wheel drive
3109,2010 GMC Canyon Crew Cab SLT 2WD,Rear-wheel drive
3110,2010 GMC Canyon Crew Cab SLT 4WD,All-wheel drive
3111,2010 GMC Canyon Crew Cab SLT 2WD V8,Rear-wheel drive
3112,2010 GMC Canyon Crew Cab SLT 4WD V8,All-wheel drive
3113,2011 Dodge Ram 1500 ST Regular Cab 4x2,Rear-wheel drive
3114,2011 Dodge Ram 1500 ST Regular Cab 310 hp 4x2,Rear-wheel drive
3115,2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,Rear-wheel drive
3116,2011 Dodge Ram 1500 ST Regular Cab 4x4,All-wheel drive
3117,2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x4,All-wheel drive
3118,2011 Dodge Ram 1500 SLT Regular Cab 4x2,Rear-wheel drive
3119,2011 Dodge Ram 1500 SLT Regular Cab 4x4,All-wheel drive
3120,2011 Dodge Ram 1500 Sport Regular Cab 4x2,Rear-wheel drive
3121,2011 Dodge Ram 1500 Sport Regular Cab 4x4,All-wheel drive
3122,2011 Dodge Ram 1500 ST Quad Cab 4x2,Rear-wheel drive
3123,2011 Dodge Ram 1500 ST Quad Cab 310 hp 4x2,Rear-wheel drive
3124,2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x2,Rear-wheel drive
3125,2011 Dodge Ram 1500 ST Quad Cab 4x4,All-wheel drive
3126,2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x4,All-wheel drive
3127,2011 Dodge Ram 1500 SLT Quad Cab 4x2,Rear-wheel drive
3128,2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x2,Rear-wheel drive
3129,2011 Dodge Ram 1500 SLT Quad Cab 4x4,All-wheel drive
3130,2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x4,All-wheel drive
3131,2011 Dodge Ram 1500 Sport Quad Cab 4x2,Rear-wheel drive
3132,2011 Dodge Ram 1500 Sport Quad Cab 4x4,All-wheel drive
3134,2011 Dodge Ram 1500 Laramie Quad Cab 4x4,All-wheel drive
3135,2011 Dodge Ram 1500 ST Crew Cab 4x2,Rear-wheel drive
3136,2011 Dodge Ram 1500 ST Crew Cab 390 hp 4x2,Rear-wheel drive
3137,2011 Dodge Ram 1500 ST Crew Cab 4x4,All-wheel drive
3138,2011 Dodge Ram 1500 ST Crew Cab  390 hp 4x4,All-wheel drive
3139,2011 Dodge Ram 1500 SLT Crew Cab 4x2,Rear-wheel drive
3140,2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x2,Rear-wheel drive
3141,2011 Dodge Ram 1500 SLT Crew Cab 4x4,All-wheel drive
3142,2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x4,All-wheel drive
3143,2011 Dodge Ram 1500 Sport Crew Cab 4x2,Rear-wheel drive
3144,2011 Dodge Ram 1500 Sport Crew Cab 4x4,All-wheel drive
3145,2011 Dodge Ram 1500 Laramie Crew Cab 4x2,Rear-wheel drive
3146,2011 Dodge Ram 1500 Laramie Crew Cab 4x4,All-wheel drive
3147,2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x2,Rear-wheel drive
3148,2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x4,All-wheel drive
3149,2011 GMC Sierra 1500 WT 2WD,Rear-wheel drive
3150,2011 GMC Sierra 1500 WT 2WD 4.8L,Rear-wheel drive
3151,2011 GMC Sierra 1500 WT 2WD 5.3L,Rear-wheel drive
3152,2011 GMC Sierra 1500 WT 4WD,All-wheel drive
3153,2011 GMC Sierra 1500 WT 4WD 4.8L,All-wheel drive
3154,2011 GMC Sierra 1500 WT 4WD 5.3L,All-wheel drive
3155,2011 GMC Sierra 1500 SLE 2WD,Rear-wheel drive
3156,2011 GMC Sierra 1500 SLE 2WD 5.3L,Rear-wheel drive
3157,2011 GMC Sierra 1500 SLE 4WD,All-wheel drive
3158,2011 GMC Sierra 1500 SLE 4WD 5.3L,All-wheel drive
3159,2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x2,Rear-wheel drive
3160,2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x4,All-wheel drive
3161,2011 Chevrolet Tahoe LS,Rear-wheel drive
3162,2011 Chevrolet Tahoe LS 4WD,All-wheel drive
3163,2011 Chevrolet Tahoe LT,Rear-wheel drive
3164,2011 Chevrolet Tahoe LT 4WD,All-wheel drive
3165,2011 Chevrolet Tahoe LTZ,Rear-wheel drive
3166,2011 Chevrolet Tahoe LTZ 4WD,All-wheel drive
3167,2010 BMW X6 xDrive50i,All-wheel drive
3168,2010 BMW X6 xDrive35i,All-wheel drive
3169,2010 Chevrolet Tahoe LS,Rear-wheel drive
3170,2010 Chevrolet Tahoe LS 4WD,All-wheel drive
3171,2010 Chevrolet Tahoe LT,Rear-wheel drive
3172,2010 Chevrolet Tahoe LT 4WD,All-wheel drive
3173,2010 Chevrolet Tahoe LTZ,Rear-wheel drive
3174,2010 Chevrolet Tahoe LTZ 4WD,All-wheel drive
3175,2011 BMW X6 xDrive35i,All-wheel drive
3176,2011 BMW X6 xDrive50i,All-wheel drive
3177,2011 Chevrolet Tahoe Hybrid 1HY,Rear-wheel drive
3178,2011 Chevrolet Tahoe Hybrid 1HY 4WD,All-wheel drive
3179,2010 Chevrolet Tahoe Hybrid 1HY,Rear-wheel drive
3180,2010 Chevrolet Tahoe Hybrid 1HY 4WD,All-wheel drive
3181,2010 BMW Z4 Roadster sDrive30i,Rear-wheel drive
3182,2010 BMW Z4 Roadster sDrive35i,Rear-wheel drive
3183,2012 Chevrolet Traverse LS,Front-wheel drive
3184,2012 Chevrolet Traverse LS AWD,All-wheel drive
3185,2012 Chevrolet Traverse 1LT,Front-wheel drive
3186,2012 Chevrolet Traverse 1LT AWD,All-wheel drive
3187,2012 Chevrolet Traverse 2LT,Front-wheel drive
3188,2012 Chevrolet Traverse 2LT AWD,All-wheel drive
3189,2012 Chevrolet Traverse LTZ,Front-wheel drive
3190,2012 Chevrolet Traverse LTZ AWD,All-wheel drive
3191,2011 BMW Z4 Roadster sDrive30i AT,Rear-wheel drive
3192,2011 BMW Z4 Roadster sDrive35i,Rear-wheel drive
3193,2011 BMW Z4 Roadster sDrive30i,Rear-wheel drive
3194,2011 Cadillac Escalade EXT,All-wheel drive
3195,2011 Cadillac Escalade EXT Luxury,All-wheel drive
3196,2011 Cadillac Escalade EXT Premium,All-wheel drive
3197,2010 Cadillac Escalade EXT,All-wheel drive
3198,2010 Cadillac Escalade EXT Premium,All-wheel drive
3199,2010 Cadillac Escalade EXT Luxury,All-wheel drive
3200,2011 Saab 9-4X 3.0i,Front-wheel drive
3201,2011 Saab 9-4X 3.0i Aero,All-wheel drive
3202,2011 Saab 9-4X 3.0i Premium,Front-wheel drive
3203,2011 Saab 9-4X 3.0i Premium XWD,All-wheel drive
3204,2011 Saab 9-4X 3.0i XWD,All-wheel drive
3205,2011 GMC Sierra 1500 Long Box WT 2WD,Rear-wheel drive
3206,2011 GMC Sierra 1500 Long Box WT 2WD 4.8L,Rear-wheel drive
3207,2011 GMC Sierra 1500 Long Box WT 5.3L,Rear-wheel drive
3208,2011 GMC Sierra 1500 Long Box WT 4WD,All-wheel drive
3209,2011 GMC Sierra 1500 Long Box WT 4WD 4.8L,All-wheel drive
3210,2011 GMC Sierra 1500 Long Box WT 4WD 5.3L,All-wheel drive
3211,2011 GMC Sierra 1500 Long Box SLE 2WD,Rear-wheel drive
3212,2011 GMC Sierra 1500 Long Box SLE 2WD 5.3L,Rear-wheel drive
3213,2011 GMC Sierra 1500 Long Box SLE 4WD,All-wheel drive
3214,2011 GMC Sierra 1500 Long Box SLE 4WD 5.3L,All-wheel drive
3215,2010 Aston Martin Rapide,Rear-wheel drive
3216,2011 Aston Martin V12 Vantage,Rear-wheel drive
3217,2011 Aston Martin V12 Vantage Carbon Black,Rear-wheel drive
3218,2011 Saab 9-5 Sedan Turbo4 AT,Front-wheel drive
3219,2011 Saab 9-5 Sedan Turbo4 Premium MT,Front-wheel drive
3220,2011 Saab 9-5 Sedan Turbo6 XWD,All-wheel drive
3221,2011 Saab 9-5 Aero Sedan,All-wheel drive
3222,2011 Saab 9-5 Sedan Turbo4,Front-wheel drive
3223,2011 Saab 9-5 Sedan Turbo4 Premium,Front-wheel drive
3224,2010 Saab 9-5 Aero Sedan,All-wheel drive
3225,2010 Mercury Mariner,Front-wheel drive
3226,2010 Mercury Mariner AWD,All-wheel drive
3227,2010 Mercury Mariner FFV,Front-wheel drive
3228,2010 Mercury Mariner FFV AWD,All-wheel drive
3229,2010 Mercury Mariner Premier,Front-wheel drive
3230,2010 Mercury Mariner Premier AWD,All-wheel drive
3231,2010 Mercury Mariner Premier FFV,Front-wheel drive
3232,2010 Mercury Mariner Premier FFV AWD,All-wheel drive
3233,2011 Chevrolet Traverse LS,Front-wheel drive
3234,2011 Chevrolet Traverse LS AWD,All-wheel drive
3235,2011 Chevrolet Traverse 1LT,Front-wheel drive
3236,2011 Chevrolet Traverse 1LT AWD,All-wheel drive
3237,2011 Chevrolet Traverse 2LT,Front-wheel drive
3238,2011 Chevrolet Traverse 2LT AWD,All-wheel drive
3239,2011 Chevrolet Traverse LTZ,Front-wheel drive
3240,2011 Chevrolet Traverse LTZ AWD,All-wheel drive
3241,2010 Chevrolet Traverse LS,Front-wheel drive
3242,2010 Chevrolet Traverse LS AWD,All-wheel drive
3243,2010 Chevrolet Traverse 1LT,Front-wheel drive
3244,2010 Chevrolet Traverse 1LT AWD,All-wheel drive
3245,2010 Chevrolet Traverse 2LT,Front-wheel drive
3246,2010 Chevrolet Traverse 2LT AWD,All-wheel drive
3247,2010 Chevrolet Traverse LTZ,Front-wheel drive
3248,2010 Chevrolet Traverse LTZ AWD,All-wheel drive
3249,2011 Mercury Milan,Front-wheel drive
3250,2011 Mercury Milan AT,Front-wheel drive
3251,2011 Mercury Milan Premier,Front-wheel drive
3252,2011 Mercury Milan Premier FFV,Front-wheel drive
3253,2011 Mercury Milan Premier FFV AWD,All-wheel drive
3254,2010 Mercury Milan,Front-wheel drive
3255,2010 Mercury Milan AT,Front-wheel drive
3256,2010 Mercury Milan Premier,Front-wheel drive
3257,2010 Mercury Milan Premier FFV,Front-wheel drive
3258,2010 Mercury Milan Premier FFV AWD,All-wheel drive
3259,2011 Lexus GS 350 AWD Sedan,All-wheel drive
3260,2011 Lexus GS 460 Sedan,Rear-wheel drive
3261,2011 Lexus GS 350 Sedan,Rear-wheel drive
3262,2011 Aston Martin V8 Vantage Roadster,Rear-wheel drive
3263,2011 Aston Martin V8 Vantage N420 Roadster,Rear-wheel drive
3264,2010 Aston Martin V8 Vantage Roadster,Rear-wheel drive
3265,2011 Aston Martin V8 Vantage Coup,Rear-wheel drive
3266,2011 Aston Martin V8 Vantage N420 Coup,Rear-wheel drive
3267,2010 Aston Martin V8 Vantage Coup,Rear-wheel drive
3268,2011 GMC Sierra 1500 Extended Cab WT 2WD,Rear-wheel drive
3269,2011 GMC Sierra 1500 Extended Cab WT 2WD 4.8L,Rear-wheel drive
3270,2011 GMC Sierra 1500 Extended Cab WT 2WD 5.3L,Rear-wheel drive
3271,2011 GMC Sierra 1500 Extended Cab WT 4WD,All-wheel drive
3272,2011 GMC Sierra 1500 Extended Cab WT 4WD 5.3L,All-wheel drive
3273,2011 GMC Sierra 1500 Extended Cab SL 2WD,Rear-wheel drive
3274,2011 GMC Sierra 1500 Extended Cab SL 4WD,All-wheel drive
3275,2011 GMC Sierra 1500 Extended Cab SLE 2WD,Rear-wheel drive
3276,2011 GMC Sierra 1500 Extended Cab SLE 2WD 5.3L,Rear-wheel drive
3277,2011 GMC Sierra 1500 Extended Cab SLE 2WD 6.2L,Rear-wheel drive
3278,2011 GMC Sierra 1500 Extended Cab SLE 4WD,All-wheel drive
3279,2011 GMC Sierra 1500 Extended Cab SLE 4WD 5.3L,All-wheel drive
3280,2011 GMC Sierra 1500 Extended Cab SLE 4WD 6.2L,All-wheel drive
3281,2011 GMC Sierra 1500 Extended Cab SLT 2WD,Rear-wheel drive
3282,2011 GMC Sierra 1500 Extended Cab SLT 2WD 6.2L,Rear-wheel drive
3283,2011 GMC Sierra 1500 Extended Cab SLT 4WD,All-wheel drive
3284,2011 GMC Sierra 1500 Extended Cab SLT 4WD 6.2L,All-wheel drive
3285,2011 Chevrolet Avalanche LS,Rear-wheel drive
3286,2011 Chevrolet Avalanche LT,Rear-wheel drive
3287,2011 Chevrolet Avalanche LTZ,Rear-wheel drive
3288,2011 Chevrolet Avalanche LS 4WD,All-wheel drive
3289,2011 Chevrolet Avalanche LT 4WD,All-wheel drive
3290,2011 Chevrolet Avalanche LTZ 4WD,All-wheel drive
3291,2010 Chevrolet Avalanche LS,Rear-wheel drive
3292,2010 Chevrolet Avalanche LT,Rear-wheel drive
3293,2010 Chevrolet Avalanche LTZ,Rear-wheel drive
3294,2010 Chevrolet Avalanche LS 4WD,All-wheel drive
3295,2010 Chevrolet Avalanche LT 4WD,All-wheel drive
3296,2010 Chevrolet Avalanche LTZ 4WD,All-wheel drive
3297,2011 Subaru Impreza Hatchback 2.5i Premium AT,All-wheel drive
3298,2011 Subaru Impreza Hatchback 2.5i Premium,All-wheel drive
3299,2011 GMC Sierra 1500 Extended Cab Long Box WT 2WD,Rear-wheel drive
3300,2011 GMC Sierra 1500 Extended Cab Long Box WT 4WD,All-wheel drive
3301,2011 GMC Sierra 1500 Extended Cab Long Box SLE 2WD,Rear-wheel drive
3302,2011 GMC Sierra 1500 Extended Cab Long Box SLE 4WD,All-wheel drive
3303,2011 GMC Sierra 1500 Extended Cab Long Box SLT 2WD,Rear-wheel drive
3304,2011 GMC Sierra 1500 Extended Cab Long Box SLT 4WD,All-wheel drive
3305,2010 Subaru Impreza Hatchback 2.5i Premium AT,All-wheel drive
3306,2010 Subaru Impreza Hatchback 2.5i Premium,All-wheel drive
