id,car_id,transmission
3051,2011 Chevrolet Suburban Half-Ton LT,Automatic transmission
3052,2011 Chevrolet Suburban Half-Ton LT 4WD,Automatic transmission
3053,2011 Chevrolet Suburban Half-Ton LTZ,Automatic transmission
3054,2011 Chevrolet Suburban Half-Ton LTZ 4WD,Automatic transmission
3055,2011 BMW X5 xDrive35d SUV,Automatic transmission
3056,2011 BMW X5 xDrive50i SUV,Automatic transmission
3057,2011 BMW X5 xDrive35i Premium SUV,Automatic transmission
3058,2011 BMW X5 xDrive35i Sport Activity SUV,Automatic transmission
3059,2011 BMW X5 xDrive35i SUV,Automatic transmission
3060,2011 Chevrolet Suburban Three-Quarter-Ton LS,Automatic transmission
3061,2011 Chevrolet Suburban Three-Quarter-Ton LS  4WD,Automatic transmission
3062,2011 Chevrolet Suburban Three-Quarter-Ton LT,Automatic transmission
3063,2011 Chevrolet Suburban Three-Quarter-Ton LT  4WD,Automatic transmission
3064,2010 Chevrolet Suburban LS 1500,Automatic transmission
3065,2010 Chevrolet Suburban LT 1500,Automatic transmission
3066,2010 Chevrolet Suburban LTZ 1500,Automatic transmission
3067,2010 GMC Canyon SLE 2WD,Manual transmission
3068,2010 GMC Canyon SLE 2WD AT,Automatic transmission
3069,2010 GMC Canyon SLE 4WD,Manual transmission
3070,2010 GMC Canyon SLE 4WD AT,Automatic transmission
3071,2010 GMC Canyon SLE 2WD 3.7L,Automatic transmission
3072,2010 GMC Canyon SLE 4WD 3.7L,Automatic transmission
3073,2010 GMC Canyon Extended Cab WT 2WD,Manual transmission
3074,2010 GMC Canyon Extended Cab WT 2WD AT,Automatic transmission
3075,2010 GMC Canyon Extended Cab WT 4WD,Manual transmission
3076,2010 GMC Canyon Extended Cab WT 4WD AT,Automatic transmission
3077,2010 GMC Canyon Extended Cab WT 2WD 3.7L,Automatic transmission
3078,2010 GMC Canyon Extended Cab WT 4WD 3.7L,Automatic transmission
3079,2011 Subaru Impreza Hatchback Outback Sport AT,Automatic transmission
3080,2011 Subaru Impreza Hatchback Outback Sport,Manual transmission
3081,2011 Subaru Impreza Hatchback WRX STI,Manual transmission
3082,2011 Subaru Impreza Hatchback 2.5i,Manual transmission
3083,2011 Subaru Impreza Hatchback 2.5i AT,Automatic transmission
3084,2011 Subaru Impreza WRX Hatchback,Manual transmission
3085,2010 GMC Canyon Extended Cab SLE 2WD,Manual transmission
3086,2010 GMC Canyon Extended Cab SLE 2WD AT,Automatic transmission
3087,2010 GMC Canyon Extended Cab SLE 4WD,Manual transmission
3088,2010 GMC Canyon Extended Cab SLE 4WD AT,Automatic transmission
3089,2010 GMC Canyon Extended Cab SLE 2WD 3.7L,Automatic transmission
3090,2010 GMC Canyon Extended Cab SLE 2WD V8,Automatic transmission
3091,2010 GMC Canyon Extended Cab SLE 4WD  3.7L,Automatic transmission
3092,2010 GMC Canyon Extended Cab SLE 4WD  V8,Automatic transmission
3093,2010 Subaru Impreza Hatchback 2.5GT,Automatic transmission
3094,2010 Subaru Impreza Hatchback Outback Sport AT,Automatic transmission
3095,2010 Subaru Impreza WRX STI Hatchback,Manual transmission
3096,2010 Subaru Impreza Hatchback 2.5i AT,Automatic transmission
3097,2010 Subaru Impreza Hatchback Outback Sport,Manual transmission
3098,2010 Subaru Impreza Hatchback 2.5i,Manual transmission
3099,2010 Subaru Impreza WRX STI Special Edition Hatchback,Manual transmission
3100,2010 Subaru Impreza WRX Hatchback,Manual transmission
3101,2010 GMC Canyon Extended Cab SLT 2WD,Automatic transmission
3102,2010 GMC Canyon Extended Cab SLT 4WD,Automatic transmission
3103,2010 GMC Canyon Extended Cab SLT 2WD V8,Automatic transmission
3104,2010 GMC Canyon Extended Cab SLT 4WD V8,Automatic transmission
3105,2010 GMC Canyon Crew Cab SLE 2WD,Automatic transmission
3106,2010 GMC Canyon Crew Cab SLE 2WD 3.7L,Automatic transmission
3107,2010 GMC Canyon Crew Cab SLE 2WD V8,Automatic transmission
3108,2010 GMC Canyon Crew Cab SLE 4WD,Automatic transmission
3109,2010 GMC Canyon Crew Cab SLE 4WD V8,Automatic transmission
3110,2010 GMC Canyon Crew Cab SLT 2WD,Automatic transmission
3111,2010 GMC Canyon Crew Cab SLT 4WD,Automatic transmission
3112,2010 GMC Canyon Crew Cab SLT 2WD V8,Automatic transmission
3113,2010 GMC Canyon Crew Cab SLT 4WD V8,Automatic transmission
3114,2011 Dodge Ram 1500 ST Regular Cab 4x2,Automatic transmission
3115,2011 Dodge Ram 1500 ST Regular Cab 310 hp 4x2,Automatic transmission
3116,2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x2,Automatic transmission
3117,2011 Dodge Ram 1500 ST Regular Cab 4x4,Automatic transmission
3118,2011 Dodge Ram 1500 ST Regular Cab 390 hp 4x4,Automatic transmission
3119,2011 Dodge Ram 1500 SLT Regular Cab 4x2,Automatic transmission
3120,2011 Dodge Ram 1500 SLT Regular Cab 4x4,Automatic transmission
3121,2011 Dodge Ram 1500 Sport Regular Cab 4x2,Automatic transmission
3122,2011 Dodge Ram 1500 Sport Regular Cab 4x4,Automatic transmission
3123,2011 Dodge Ram 1500 ST Quad Cab 4x2,Automatic transmission
3124,2011 Dodge Ram 1500 ST Quad Cab 310 hp 4x2,Automatic transmission
3125,2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x2,Automatic transmission
3126,2011 Dodge Ram 1500 ST Quad Cab 4x4,Automatic transmission
3127,2011 Dodge Ram 1500 ST Quad Cab 390 hp 4x4,Automatic transmission
3128,2011 Dodge Ram 1500 SLT Quad Cab 4x2,Automatic transmission
3129,2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x2,Automatic transmission
3130,2011 Dodge Ram 1500 SLT Quad Cab 4x4,Automatic transmission
3131,2011 Dodge Ram 1500 SLT Quad Cab 390 hp 4x4,Automatic transmission
3132,2011 Dodge Ram 1500 Sport Quad Cab 4x2,Automatic transmission
3133,2011 Dodge Ram 1500 Sport Quad Cab 4x4,Automatic transmission
3135,2011 Dodge Ram 1500 Laramie Quad Cab 4x4,Automatic transmission
3136,2011 Dodge Ram 1500 ST Crew Cab 4x2,Automatic transmission
3137,2011 Dodge Ram 1500 ST Crew Cab 390 hp 4x2,Automatic transmission
3138,2011 Dodge Ram 1500 ST Crew Cab 4x4,Automatic transmission
3139,2011 Dodge Ram 1500 ST Crew Cab  390 hp 4x4,Automatic transmission
3140,2011 Dodge Ram 1500 SLT Crew Cab 4x2,Automatic transmission
3141,2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x2,Automatic transmission
3142,2011 Dodge Ram 1500 SLT Crew Cab 4x4,Automatic transmission
3143,2011 Dodge Ram 1500 SLT Crew Cab  390 hp 4x4,Automatic transmission
3144,2011 Dodge Ram 1500 Sport Crew Cab 4x2,Automatic transmission
3145,2011 Dodge Ram 1500 Sport Crew Cab 4x4,Automatic transmission
3146,2011 Dodge Ram 1500 Laramie Crew Cab 4x2,Automatic transmission
3147,2011 Dodge Ram 1500 Laramie Crew Cab 4x4,Automatic transmission
3148,2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x2,Automatic transmission
3149,2011 Dodge Ram 1500 Laramie Longhorn Crew Cab 4x4,Automatic transmission
3150,2011 GMC Sierra 1500 WT 2WD,Automatic transmission
3151,2011 GMC Sierra 1500 WT 2WD 4.8L,Automatic transmission
3152,2011 GMC Sierra 1500 WT 2WD 5.3L,Automatic transmission
3153,2011 GMC Sierra 1500 WT 4WD,Automatic transmission
3154,2011 GMC Sierra 1500 WT 4WD 4.8L,Automatic transmission
3155,2011 GMC Sierra 1500 WT 4WD 5.3L,Automatic transmission
3156,2011 GMC Sierra 1500 SLE 2WD,Automatic transmission
3157,2011 GMC Sierra 1500 SLE 2WD 5.3L,Automatic transmission
3158,2011 GMC Sierra 1500 SLE 4WD,Automatic transmission
3159,2011 GMC Sierra 1500 SLE 4WD 5.3L,Automatic transmission
3160,2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x2,Automatic transmission
3161,2011 Dodge Ram 1500 SLT Regular Cab 390 hp 4x4,Automatic transmission
3162,2011 Chevrolet Tahoe LS,Automatic transmission
3163,2011 Chevrolet Tahoe LS 4WD,Automatic transmission
3164,2011 Chevrolet Tahoe LT,Automatic transmission
3165,2011 Chevrolet Tahoe LT 4WD,Automatic transmission
3166,2011 Chevrolet Tahoe LTZ,Automatic transmission
3167,2011 Chevrolet Tahoe LTZ 4WD,Automatic transmission
3168,2010 BMW X6 xDrive50i,Automatic transmission
3169,2010 BMW X6 xDrive35i,Automatic transmission
3170,2010 Chevrolet Tahoe LS,Automatic transmission
3171,2010 Chevrolet Tahoe LS 4WD,Automatic transmission
3172,2010 Chevrolet Tahoe LT,Automatic transmission
3173,2010 Chevrolet Tahoe LT 4WD,Automatic transmission
3174,2010 Chevrolet Tahoe LTZ,Automatic transmission
3175,2010 Chevrolet Tahoe LTZ 4WD,Automatic transmission
3176,2011 BMW X6 xDrive35i,Automatic transmission
3177,2011 BMW X6 xDrive50i,Automatic transmission
3178,2011 Chevrolet Tahoe Hybrid 1HY,Automatic transmission
3179,2011 Chevrolet Tahoe Hybrid 1HY 4WD,Automatic transmission
3180,2010 Chevrolet Tahoe Hybrid 1HY,Automatic transmission
3181,2010 Chevrolet Tahoe Hybrid 1HY 4WD,Automatic transmission
3182,2010 BMW Z4 Roadster sDrive30i,Manual transmission
3183,2010 BMW Z4 Roadster sDrive35i,Manual transmission
3184,2012 Chevrolet Traverse LS,Automatic transmission
3185,2012 Chevrolet Traverse LS AWD,Automatic transmission
3186,2012 Chevrolet Traverse 1LT,Automatic transmission
3187,2012 Chevrolet Traverse 1LT AWD,Automatic transmission
3188,2012 Chevrolet Traverse 2LT,Automatic transmission
3189,2012 Chevrolet Traverse 2LT AWD,Automatic transmission
3190,2012 Chevrolet Traverse LTZ,Automatic transmission
3191,2012 Chevrolet Traverse LTZ AWD,Automatic transmission
3192,2011 BMW Z4 Roadster sDrive30i AT,Automatic transmission
3193,2011 BMW Z4 Roadster sDrive35i,Manual transmission
3194,2011 BMW Z4 Roadster sDrive30i,Manual transmission
3195,2011 Cadillac Escalade EXT,Automatic transmission
3196,2011 Cadillac Escalade EXT Luxury,Automatic transmission
3197,2011 Cadillac Escalade EXT Premium,Automatic transmission
3198,2010 Cadillac Escalade EXT,Automatic transmission
3199,2010 Cadillac Escalade EXT Premium,Automatic transmission
3200,2010 Cadillac Escalade EXT Luxury,Automatic transmission
3201,2011 Saab 9-4X 3.0i,Automatic transmission
3202,2011 Saab 9-4X 3.0i Aero,Automatic transmission
3203,2011 Saab 9-4X 3.0i Premium,Automatic transmission
3204,2011 Saab 9-4X 3.0i Premium XWD,Automatic transmission
3205,2011 Saab 9-4X 3.0i XWD,Automatic transmission
3206,2011 GMC Sierra 1500 Long Box WT 2WD,Automatic transmission
3207,2011 GMC Sierra 1500 Long Box WT 2WD 4.8L,Automatic transmission
3208,2011 GMC Sierra 1500 Long Box WT 5.3L,Automatic transmission
3209,2011 GMC Sierra 1500 Long Box WT 4WD,Automatic transmission
3210,2011 GMC Sierra 1500 Long Box WT 4WD 4.8L,Automatic transmission
3211,2011 GMC Sierra 1500 Long Box WT 4WD 5.3L,Automatic transmission
3212,2011 GMC Sierra 1500 Long Box SLE 2WD,Automatic transmission
3213,2011 GMC Sierra 1500 Long Box SLE 2WD 5.3L,Automatic transmission
3214,2011 GMC Sierra 1500 Long Box SLE 4WD,Automatic transmission
3215,2011 GMC Sierra 1500 Long Box SLE 4WD 5.3L,Automatic transmission
3216,2010 Aston Martin Rapide,Automatic transmission
3217,2011 Aston Martin V12 Vantage,Manual transmission
3218,2011 Aston Martin V12 Vantage Carbon Black,Manual transmission
3219,2011 Saab 9-5 Sedan Turbo4 AT,Automatic transmission
3220,2011 Saab 9-5 Sedan Turbo4 Premium MT,Manual transmission
3221,2011 Saab 9-5 Sedan Turbo6 XWD,Automatic transmission
3222,2011 Saab 9-5 Aero Sedan,Automatic transmission
3223,2011 Saab 9-5 Sedan Turbo4,Manual transmission
3224,2011 Saab 9-5 Sedan Turbo4 Premium,Automatic transmission
3225,2010 Saab 9-5 Aero Sedan,Automatic transmission
3226,2010 Mercury Mariner,Automatic transmission
3227,2010 Mercury Mariner AWD,Automatic transmission
3228,2010 Mercury Mariner FFV,Automatic transmission
3229,2010 Mercury Mariner FFV AWD,Automatic transmission
3230,2010 Mercury Mariner Premier,Automatic transmission
3231,2010 Mercury Mariner Premier AWD,Automatic transmission
3232,2010 Mercury Mariner Premier FFV,Automatic transmission
3233,2010 Mercury Mariner Premier FFV AWD,Automatic transmission
3234,2011 Chevrolet Traverse LS,Automatic transmission
3235,2011 Chevrolet Traverse LS AWD,Automatic transmission
3236,2011 Chevrolet Traverse 1LT,Automatic transmission
3237,2011 Chevrolet Traverse 1LT AWD,Automatic transmission
3238,2011 Chevrolet Traverse 2LT,Automatic transmission
3239,2011 Chevrolet Traverse 2LT AWD,Automatic transmission
3240,2011 Chevrolet Traverse LTZ,Automatic transmission
3241,2011 Chevrolet Traverse LTZ AWD,Automatic transmission
3242,2010 Chevrolet Traverse LS,Automatic transmission
3243,2010 Chevrolet Traverse LS AWD,Automatic transmission
3244,2010 Chevrolet Traverse 1LT,Automatic transmission
3245,2010 Chevrolet Traverse 1LT AWD,Automatic transmission
3246,2010 Chevrolet Traverse 2LT,Automatic transmission
3247,2010 Chevrolet Traverse 2LT AWD,Automatic transmission
3248,2010 Chevrolet Traverse LTZ,Automatic transmission
3249,2010 Chevrolet Traverse LTZ AWD,Automatic transmission
3250,2011 Mercury Milan,Manual transmission
3251,2011 Mercury Milan AT,Automatic transmission
3252,2011 Mercury Milan Premier,Automatic transmission
3253,2011 Mercury Milan Premier FFV,Automatic transmission
3254,2011 Mercury Milan Premier FFV AWD,Automatic transmission
3255,2010 Mercury Milan,Manual transmission
3256,2010 Mercury Milan AT,Automatic transmission
3257,2010 Mercury Milan Premier,Automatic transmission
3258,2010 Mercury Milan Premier FFV,Automatic transmission
3259,2010 Mercury Milan Premier FFV AWD,Automatic transmission
3260,2011 Lexus GS 350 AWD Sedan,Automatic transmission
3261,2011 Lexus GS 460 Sedan,Automatic transmission
3262,2011 Lexus GS 350 Sedan,Automatic transmission
3263,2011 Aston Martin V8 Vantage Roadster,Manual transmission
3264,2011 Aston Martin V8 Vantage N420 Roadster,Manual transmission
3265,2010 Aston Martin V8 Vantage Roadster,Manual transmission
3266,2011 Aston Martin V8 Vantage Coup,Manual transmission
3267,2011 Aston Martin V8 Vantage N420 Coup,Manual transmission
3268,2010 Aston Martin V8 Vantage Coup,Manual transmission
3269,2011 GMC Sierra 1500 Extended Cab WT 2WD,Automatic transmission
3270,2011 GMC Sierra 1500 Extended Cab WT 2WD 4.8L,Automatic transmission
3271,2011 GMC Sierra 1500 Extended Cab WT 2WD 5.3L,Automatic transmission
3272,2011 GMC Sierra 1500 Extended Cab WT 4WD,Automatic transmission
3273,2011 GMC Sierra 1500 Extended Cab WT 4WD 5.3L,Automatic transmission
3274,2011 GMC Sierra 1500 Extended Cab SL 2WD,Automatic transmission
3275,2011 GMC Sierra 1500 Extended Cab SL 4WD,Automatic transmission
3276,2011 GMC Sierra 1500 Extended Cab SLE 2WD,Automatic transmission
3277,2011 GMC Sierra 1500 Extended Cab SLE 2WD 5.3L,Automatic transmission
3278,2011 GMC Sierra 1500 Extended Cab SLE 2WD 6.2L,Automatic transmission
3279,2011 GMC Sierra 1500 Extended Cab SLE 4WD,Automatic transmission
3280,2011 GMC Sierra 1500 Extended Cab SLE 4WD 5.3L,Automatic transmission
3281,2011 GMC Sierra 1500 Extended Cab SLE 4WD 6.2L,Automatic transmission
3282,2011 GMC Sierra 1500 Extended Cab SLT 2WD,Automatic transmission
3283,2011 GMC Sierra 1500 Extended Cab SLT 2WD 6.2L,Automatic transmission
3284,2011 GMC Sierra 1500 Extended Cab SLT 4WD,Automatic transmission
3285,2011 GMC Sierra 1500 Extended Cab SLT 4WD 6.2L,Automatic transmission
3286,2011 Chevrolet Avalanche LS,Automatic transmission
3287,2011 Chevrolet Avalanche LT,Automatic transmission
3288,2011 Chevrolet Avalanche LTZ,Automatic transmission
3289,2011 Chevrolet Avalanche LS 4WD,Automatic transmission
3290,2011 Chevrolet Avalanche LT 4WD,Automatic transmission
3291,2011 Chevrolet Avalanche LTZ 4WD,Automatic transmission
3292,2010 Chevrolet Avalanche LS,Automatic transmission
3293,2010 Chevrolet Avalanche LT,Automatic transmission
3294,2010 Chevrolet Avalanche LTZ,Automatic transmission
3295,2010 Chevrolet Avalanche LS 4WD,Automatic transmission
3296,2010 Chevrolet Avalanche LT 4WD,Automatic transmission
3297,2010 Chevrolet Avalanche LTZ 4WD,Automatic transmission
3298,2011 Subaru Impreza Hatchback 2.5i Premium AT,Automatic transmission
3299,2011 Subaru Impreza Hatchback 2.5i Premium,Manual transmission
3300,2011 GMC Sierra 1500 Extended Cab Long Box WT 2WD,Automatic transmission
3301,2011 GMC Sierra 1500 Extended Cab Long Box WT 4WD,Automatic transmission
3302,2011 GMC Sierra 1500 Extended Cab Long Box SLE 2WD,Automatic transmission
3303,2011 GMC Sierra 1500 Extended Cab Long Box SLE 4WD,Automatic transmission
3304,2011 GMC Sierra 1500 Extended Cab Long Box SLT 2WD,Automatic transmission
3305,2011 GMC Sierra 1500 Extended Cab Long Box SLT 4WD,Automatic transmission
3306,2010 Subaru Impreza Hatchback 2.5i Premium AT,Automatic transmission
3307,2010 Subaru Impreza Hatchback 2.5i Premium,Manual transmission
3308,2011 Subaru Legacy 3.6R,Automatic transmission
3309,2011 Subaru Legacy 2.5GT Limited,Manual transmission
3310,2011 Subaru Legacy 2.5i Premium,Manual transmission
3311,2011 Subaru Legacy 2.5i,Manual transmission
3312,2011 GMC Sierra 1500 Crew Cab Short Box WT 2WD,Automatic transmission
3313,2011 GMC Sierra 1500 Crew Cab Short Box WT 2WD 5.3L,Automatic transmission
3314,2011 GMC Sierra 1500 Crew Cab Short Box WT 4WD,Automatic transmission
3315,2011 GMC Sierra 1500 Crew Cab Short Box WT 4WD 5.3L,Automatic transmission
3316,2011 GMC Sierra 1500 Crew Cab Short Box SL 2WD,Automatic transmission
3317,2011 GMC Sierra 1500 Crew Cab Short Box SL 4WD,Automatic transmission
3318,2011 GMC Sierra 1500 Crew Cab Short Box SLE 2WD,Automatic transmission
3319,2011 GMC Sierra 1500 Crew Cab Short Box SLE 2WD 5.3L,Automatic transmission
3320,2011 GMC Sierra 1500 Crew Cab Short Box SLE 2WD 6.2L,Automatic transmission
3321,2011 GMC Sierra 1500 Crew Cab Short Box SLE 4WD,Automatic transmission
3322,2011 GMC Sierra 1500 Crew Cab Short Box SLE 4WD 5.3L,Automatic transmission
3323,2011 GMC Sierra 1500 Crew Cab Short Box SLE 4WD 6.2L,Automatic transmission
3324,2011 GMC Sierra 1500 Crew Cab Short Box XFE 2WD,Automatic transmission
3325,2011 GMC Sierra 1500 Crew Cab Short Box SLT 2WD,Automatic transmission
3326,2011 GMC Sierra 1500 Crew Cab Short Box SLT 2WD 6.2L,Automatic transmission
3327,2011 GMC Sierra 1500 Crew Cab Short Box SLT 4WD,Automatic transmission
3328,2011 GMC Sierra 1500 Crew Cab Short Box SLT 4WD 6.2L,Automatic transmission
3329,2011 GMC Sierra 1500 Denali 2WD,Automatic transmission
3330,2011 GMC Sierra 1500 Denali AWD,Automatic transmission
3331,2010 GMC Sierra 1500 WT 2WD,Automatic transmission
3332,2010 GMC Sierra 1500 WT 2WD 4.8L,Automatic transmission
